Rank,Coin Name,Symbol, Price ,1h,24h,7d,30d, 24h Volume ,Circulating Supply,Total Supply, Market Cap 
3422,TridentDAO,PSI,0.02,1.00%,1.80%,1.50%,-46.10%,"$197,125.00 ","20,97,902",9.44 Million,"$37,371.51 "
3423,Pera Finance,PERA, $-   ,1.00%,-6.50%,-2.30%,9.00%,"$25,181.00 ","9,92,88,084",125 Million,"$37,242.22 "
3424,Fancy Games,FNC, $-   ,7.90%,14.10%,-23.90%,-7.90%,$132.00 ,"4,04,54,705",1 Billion,"$37,197.58 "
3425,Hydro,HYDRO, $-   ,6.10%,285.70%,20.20%,35.80%,"$33,511.00 ","4,28,61,653",111 Million,"$37,150.22 "
3426,Centaurify,CENT, $-   ,-,-,-,-, - ,"11,31,81,947",1 Billion,"$37,235.64 "
3427,RUSHCMC,RUSHCMC,0.74,0.70%,-2.30%,-3.70%,,"$1,176.00 ","50,000",50 Thousand,"$37,119.66 "
3428,Fufu,FUFU, $-   ,,-0.20%,-2.90%,1.90%,$234.00 ,"16,45,32,767",1 Billion,"$36,921.10 "
3429,Manga,$MANGA, $-   ,,0.30%,-0.70%,-39.20%,$9.59 ,"1,15,27,78,878",20 Billion,"$36,834.98 "
3430,Doug,DOUG, $-   ,-0.10%,-7.20%,-36.90%,,"$1,742.00 ","2,03,80,91,41,817",204 Billion,"$36,856.75 "
3431,LIQ Protocol,LIQ, $-   ,-1.00%,1.00%,2.50%,41.30%,"$30,958.00 ","3,00,00,000",100 Million,"$36,815.06 "
3432,CheckerChain,CHECKR, $-   ,-1.10%,-11.00%,-13.60%,35.20%,"$7,325.00 ","11,75,18,776",2.1 Billion,"$36,786.31 "
3433,Artify,AFY, $-   ,-,-,-,-, - ,"50,00,00,00,00,000",5 Trillion,"$38,726.08 "
3434,Neutron Coin,NTRN, $-   ,-,-,-,-, - ,"4,92,03,549",53.1 Million,"$35,876.22 "
3435,RiverBoat,RIB,36.05,1.90%,-16.50%,-10.70%,3.00%,$32.71 ,"1,000",1 Thousand,"$36,380.35 "
3436,Bot Planet,BOT, $-   ,-0.10%,-6.20%,-16.00%,32.80%,$589.00 ,"12,54,98,171",937 Million,"$36,334.55 "
3437,WOWswap,WOW,0.06,0.10%,-6.40%,-9.60%,30.80%,$713.00 ,"6,56,666",1 Million,"$36,287.12 "
3438,Worldcore,WRC, $-   ,-2.40%,9.10%,-15.80%,-17.00%,$1.33 ,"17,81,03,291",245 Million,"$36,136.99 "
3439,NerveFlux,NERVE, $-   ,-,-,-,-, - ,"4,40,81,563",185 Million,"$45,230.85 "
3440,Instadapp USDC,IUSDC,1.11,0.20%,0.20%,0.20%,0.50%, $-   ,"32,404",32.4 Thousand,"$36,092.07 "
3441,Instadapp WBTC,IWBTC,"39,152.44",-0.50%,-0.10%,0.70%,18.70%, $-   ,1,. M,"$35,931.34 "
3442,Crusaders of Crypto,CRUSADER, $-   ,-,-,-,-, - ,"89,53,40,86,40,30,600",1 Quadrillion,"$34,986.29 "
3443,EchoLink,EKO, $-   ,-,-,-,-, - ,"50,00,00,000",500 Million,"$34,772.53 "
3444,Rope Token,ROPE,0.01,0.00%,0.60%,-15.30%,-17.90%,$97.81 ,"62,81,800",10 Million,"$35,643.25 "
3445,WannaSwap,WANNA, $-   ,-0.20%,-6.60%,-3.50%,30.50%,"$1,080.00 ","9,79,59,085",39.5 Million,"$34,959.00 "
3446,Dough,DOUGH, $-   ,-,-,-,-, - ,"29,75,61,608",1 Billion,"$43,499.27 "
3447,ShopNEXT Reward Token,STE,0.07,0.10%,3.10%,-3.80%,-14.50%,$221.00 ,"4,97,895",554 Thousand,"$34,695.78 "
3448,KemaCoin,KEMA, $-   ,0.50%,-12.10%,-10.50%,6.60%,$190.00 ,"5,35,91,575",210 Million,"$34,466.70 "
3449,ETHA Lend,ETHA, $-   ,0.00%,5.20%,-9.10%,-39.60%,"$78,332.00 ","79,08,034",30 Million,"$34,377.63 "
3450,Privatix,PRIX,0.03,0.30%,-9.20%,-4.70%,-18.00%,"$22,020.00 ","11,25,455",1.28 Million,"$34,055.44 "
3451,Waterfall Governance,WTF, $-   ,0.20%,-1.30%,4.60%,5.50%,$843.00 ,"6,17,30,769",100 Million,"$33,794.05 "
3452,OIN Finance,OIN, $-   ,-0.20%,-6.60%,0.70%,93.20%,"$262,831.00 ","1,80,02,112",100 Million,"$33,711.29 "
3453,Crystal CYL,CYL, $-   ,-10.10%,-8.70%,4.50%,10.30%,"$127,751.00 ","1,95,00,000",19.5 Million,"$33,579.50 "
3454,Jungle DeFi,JFI,0.02,-,-,-,-, - ,"19,99,568",10 Million,"$32,658.63 "
3455,SugarBounce,TIP, $-   ,-0.50%,-10.80%,-10.50%,-18.00%,"$17,465.00 ","1,40,28,150",199 Million,"$33,274.57 "
3456,Feeder Finance,FEED, $-   ,-0.10%,-8.80%,-8.70%,11.20%,$11.89 ,"10,00,00,000",100 Million,"$33,129.43 "
3457,OlympulseX,SEX,0.54,-,-,-,-, - ,"72,876",73 Thousand,"$39,401.43 "
3458,Infinity Skies,ISKY, $-   ,0.00%,-1.00%,-5.00%,-1.00%,"$33,793.00 ","1,55,16,297",18.4 Million,"$32,841.40 "
3459,Gourmet Galaxy,GUM,0.01,0.00%,0.40%,-11.30%,-9.80%,"$26,412.00 ","33,22,141",20 Million,"$32,760.02 "
3460,Multiverse Capital,MVC, $-   ,,-0.30%,0.10%,-45.80%,$0.01 ,"5,45,86,17,47,007",927 Billion,"$32,690.06 "
3461,TrezarCoin,TZC, $-   ,0.30%,-1.20%,-4.40%,44.80%,$395.00 ,"31,61,49,950",400 Million,"$32,434.65 "
3462,Maxcoin,MAX, $-   ,0.40%,37.90%,41.40%,41.30%,$22.52 ,"1,26,85,895",100 Million,"$32,374.23 "
3463,Pepedex,PPDEX,0.09,,4.60%,-15.80%,-17.30%,$325.00 ,"3,57,506",426 Thousand,"$31,996.66 "
3464,moonwolf.io,WOLF, $-   ,0.50%,-1.50%,-2.90%,41.60%,$32.42 ,"2,95,35,90,58,466",1 Trillion,"$31,799.41 "
3465,VentiSwap,VST,0.01,-,-,-,-, - ,"45,79,166",100 Million,"$31,695.34 "
3466,Metafluence,METO, $-   ,2.20%,-1.00%,-5.30%,47.40%,"$124,087.00 ","4,32,00,000",4.8 Billion,"$31,650.27 "
3467,MacaronSwap,MCRN,0.04,-0.70%,-7.80%,-24.90%,12.50%,"$39,213.00 ","8,24,458",5.29 Million,"$31,469.38 "
3468,TradeStars,TSX, $-   ,,0.00%,-16.70%,-8.70%,$4.26 ,"1,94,75,547",70 Million,"$31,309.09 "
3469,Tranquil Finance,TRANQ, $-   ,0.40%,-0.30%,-18.80%,1.40%,$127.00 ,"7,61,27,555",1 Billion,"$31,310.38 "
3470,MerchDAO,MRCH,0.01,0.00%,8.80%,1.70%,9.40%,"$37,069.00 ","45,73,711",9 Million,"$31,245.43 "
3471,Zenith Chain,ZENITH, $-   ,9.40%,34.70%,9.30%,-4.40%,"$4,630.00 ","2,49,59,978",10 Million,"$31,172.84 "
3472,bePAY Finance,BECOIN, $-   ,0.00%,11.00%,17.40%,33.00%,$4.79 ,"1,30,00,000",13 Million,"$31,164.00 "
3473,Cowrie,COWRIE,0.03,-,-,-,-, - ,"13,78,742",482 Million,"$41,335.83 "
3474,Ormeus Ecosystem,ECO, $-   ,0.70%,-10.10%,39.90%,89.80%,$5.00 ,"3,51,86,70,884",4.93 Billion,"$30,896.08 "
3475,2ACoin,ARMS, $-   ,-1.20%,-2.70%,1.00%,18.40%,$30.44 ,"1,13,50,622",17.9 Million,"$30,621.86 "
3476,WOLV,WOLV, $-   ,-,-,-,-, - ,"2,10,00,000",21 Million,"$42,107.77 "
3477,Blockchain Cuties Universe Governance,BCUG,0.04,-0.70%,3.80%,4.50%,37.10%,"$38,281.00 ","6,91,063",3.87 Million,"$30,136.94 "
3478,NeoBot,NEOBOT, $-   ,-0.10%,-90.90%,-90.60%,-93.00%,"$35,796.00 ","90,01,756",10 Million,"$30,083.10 "
3479,Martkist,MARTK, $-   ,0.40%,1.50%,4.00%,-26.30%,$254.00 ,"2,27,95,582",37 Million,"$29,918.06 "
3480,Edain,EAI, $-   ,-0.10%,4.60%,-43.00%,-50.70%,$0.22 ,"2,78,68,373",199 Million,"$29,605.36 "
3481,Umi Digital,UMI, $-   ,-0.10%,13.00%,69.90%,34.20%,$93.14 ,"33,00,00,00,000",33 Billion,"$29,558.27 "
3482,Bismuth,BIS,0.01,-0.40%,-5.60%,-13.40%,-32.60%,$852.00 ,"30,21,634",∞,"$29,417.71 "
3483,Cover Protocol,COVER,0.36,-,-,-,-, - ,"79,179",82 Thousand,"$28,436.24 "
3484,Rapids,RPD, $-   ,0.50%,6.20%,-38.20%,72.00%, $-   ,"1,03,87,847",18.5 Million,"$29,341.40 "
3485,CashCow,COW,0.06,-,-,-,-, - ,"4,83,381",909 Thousand,"$29,278.43 "
3486,Kyoko,KYOKO, $-   ,-,-,-,-, - ,"1,03,76,444",1 Billion,"$29,059.43 "
3487,veDAO,WEVE, $-   ,0.30%,-2.70%,-10.30%,20.40%,$51.88 ,"29,75,11,046",435 Million,"$28,838.46 "
3488,Inci,INCI, $-   ,0.00%,-1.40%,0.80%,-21.90%,"$7,553.00 ","3,49,30,000",150 Million,"$28,657.25 "
3489,Zion Token,ZION, $-   ,-,-,-,-, - ,"99,84,652",10.8 Million,"$27,985.80 "
3490,Fight Of The Ages,FOTA, $-   ,0.00%,22.00%,9.90%,52.60%,"$73,702.00 ","69,74,804",14 Million,"$28,497.93 "
3491,Moremoney Finance,MORE, $-   ,-0.30%,-7.50%,-24.10%,-71.90%,$20.76 ,"6,79,50,415",1 Billion,"$28,250.17 "
3492,Crypto Development Services,CDS,0.3,-,-,-,-, - ,"90,234",10 Million,"$27,268.90 "
3493,Vigor,VIG, $-   ,-,-,-,-, - ,"67,35,31,667",1 Billion,"$30,022.79 "
3494,Azuma Coin,AZUM, $-   ,-,-,-,-, - ,"13,88,45,739",500 Million,"$27,757.85 "
3495,Bintex Futures,BNTX,0.04,-,-,-,-, - ,"6,92,394",20 Million,"$29,325.22 "
3496,Poolz Finance [OLD],POOLZ,0.01,-5.30%,-13.70%,-16.90%,-4.50%,$365.00 ,"45,34,710",4.99 Million,"$27,619.85 "
3497,Mercor Finance,MRCR, $-   ,-,-,-,-, - ,"5,01,50,000",100 Million,"$27,256.70 "
3498,Sensitrust,SETS,0.01,0.60%,1.70%,0.90%,20.80%,"$20,044.00 ","25,53,000",95 Million,"$27,465.98 "
3499,Diamond Coin,DIAMOND,0.15,0.20%,-9.40%,-11.30%,56.60%,$108.00 ,"1,78,650",1 Million,"$27,354.80 "
3500,DungeonSwap,DND,0.01,0.20%,-1.30%,-0.20%,-4.20%,$54.18 ,"27,09,293",5.89 Million,"$27,318.30 "
3501,MoneySwap,MSWAP, $-   ,1.10%,0.90%,10.90%,-51.20%,"$25,185.00 ","1,34,82,71,983",1.5 Billion,"$26,890.82 "
3502,SOLA,SOLA, $-   ,-0.10%,-4.70%,1.60%,31.70%,$31.80 ,"2,71,53,078",27.2 Million,"$26,791.18 "
3503,Synthetify,SNY, $-   ,-0.90%,3.40%,12.60%,15.00%,"$52,620.00 ","1,15,60,000",100 Million,"$26,555.69 "
3504,OOGI,OOGI, $-   ,1.40%,28.50%,27.30%,11.20%,$302.00 ,"9,41,68,30,329",18.4 Billion,"$26,533.33 "
3505,Decentralized Nations,DENA,0.04,-,-,-,-, - ,"7,42,734",992 Thousand,"$26,088.01 "
3506,RabbitKing,RB, $-   ,-,-,-,-, - ,"4,43,00,00,00,00,000",44.3 Trillion,"$35,753.48 "
3507,Polis,POLIS, $-   ,-41.80%,-42.80%,-32.10%,-18.00%,$2.39 ,"1,53,97,325",10.3 Million,"$26,029.95 "
3508,U Network,UUU, $-   ,-,-,-,-, - ,"7,00,00,00,000",10 Billion,"$25,519.86 "
3509,Freedom Reserve,FR, $-   ,0.30%,-1.40%,1.10%,18.70%,$13.00 ,"7,05,87,124",80 Million,"$25,733.91 "
3510,SoonVerse,SOON, $-   ,2.70%,-7.00%,-19.00%,-38.10%,"$34,128.00 ","2,50,00,000",980 Million,"$25,692.35 "
3511,Sportzchain,SPN, $-   ,-,-,-,-, - ,"31,54,93,098",9.9 Billion,"$25,237.52 "
3512,DOGEDI,DOGEDI, $-   ,-,-,-,-, - ,"58,07,79,55,34,57,727",890 Trillion,"$31,677.48 "
3513,Battle Saga,BTL, $-   ,1.20%,-3.20%,-5.10%,1.80%,$637.00 ,"3,92,77,569",300 Million,"$25,390.12 "
3514,NFTmall,GEM, $-   ,-0.20%,-0.10%,0.20%,18.60%,"$20,608.00 ","83,26,616",20 Million,"$25,274.01 "
3515,Rocki,ROCKI, $-   ,0.40%,-2.40%,1.20%,82.30%,"$35,411.00 ","78,85,723",100 Million,"$25,174.90 "
3516,PayRue,PROPEL, $-   ,-0.20%,-5.80%,-9.10%,-6.90%,"$3,998.00 ","6,00,97,86,163",8 Billion,"$25,032.80 "
3517,Niftify,NIFT, $-   ,-0.70%,20.70%,75.60%,106.60%,"$37,142.00 ","2,59,86,697",200 Million,"$24,989.00 "
3518,Spaceswap SHAKE,SHAKE,32.72,0.10%,-7.50%,-52.40%,-46.60%,"$1,082.00 ",759,. M,"$24,821.76 "
3519,Matrix Labs,MATRIX, $-   ,0.30%,1.10%,0.20%,8.60%,$5.27 ,"3,39,20,799",100 Million,"$24,806.91 "
3520,Atlantis Loans,ATL,0.03,-,-,-,-, - ,"11,61,481",6.5 Million,"$31,032.53 "
3521,TrendAI,TRENDAI, $-   ,-0.10%,1.40%,0.60%,17.70%,$865.00 ,"1,00,00,000",10 Million,"$24,404.92 "
3522,MMOCoin,MMO, $-   ,-0.20%,-3.30%,-23.90%,64.80%,$321.00 ,"4,08,08,992",260 Million,"$24,385.16 "
3523,Fortress Loans,FTS, $-   ,-,-,-,-, - ,"79,29,990",10 Million,"$23,617.54 "
3524,Digital Files,DIFI, $-   ,-18.10%,-35.20%,-39.70%,-47.40%,"$15,907.00 ","1,00,00,000",10 Million,"$24,289.14 "
3525,Samurai Legends,SMG, $-   ,-,-,-,-, - ,"18,28,04,407",600 Million,"$25,724.63 "
3526,ETHforestAI,ETHFAI, $-   ,0.50%,1.70%,0.80%,10.20%,$82.99 ,"22,57,46,00,950",99.6 Billion,"$23,838.37 "
3527,Yellow Road,ROAD,0.01,-0.10%,-5.50%,-18.30%,-11.00%,$600.00 ,"35,28,445",10 Million,"$23,781.97 "
3528,KROWN,KRW, $-   ,0.20%,-3.20%,-19.60%,1.90%,$68.35 ,"11,98,69,51,417",10 Billion,"$23,418.89 "
3529,Atlas DEX,ATS, $-   ,1.40%,10.20%,10.00%,57.60%,"$21,042.00 ","1,08,37,536",250 Million,"$22,904.12 "
3530,MatrixETF,MDF, $-   ,0.70%,9.40%,-2.50%,37.40%,"$34,142.00 ","4,16,00,000",1 Billion,"$22,902.77 "
3531,Luna Rush,LUS, $-   ,0.10%,-6.30%,-5.00%,2.60%,"$47,007.00 ","2,21,42,137",350 Million,"$22,588.99 "
3532,Black Phoenix,BPX, $-   ,-1.60%,-5.10%,-12.90%,-14.60%,"$43,073.00 ","1,49,00,00,000",4 Billion,"$22,470.45 "
3533,Cardence,$CRDN, $-   ,,-8.60%,-5.20%,-7.50%,$61.96 ,"2,94,12,735",50 Million,"$22,125.90 "
3534,JeToken,JETS, $-   ,-,-,-,-, - ,"9,36,27,90,826",100 Billion,"$27,736.63 "
3535,Auctus,AUC, $-   ,-0.80%,-1.60%,-7.00%,40.80%,$75.75 ,"3,55,35,880",65.8 Million,"$22,125.20 "
3536,OPEN Governance,OPEN, $-   ,-,-,-,-, - ,"1,16,01,349",100 Million,"$21,583.87 "
3537,Xfinance,XFI,0.91,-2.60%,-0.90%,-1.00%,-16.80%,"$178,711.00 ","23,772",50 Thousand,"$21,592.76 "
3538,POP Network,POP, $-   ,-0.10%,0.00%,-25.10%,-55.00%,$1.76 ,"1,60,00,00,000",1.6 Billion,"$21,572.59 "
3539,Jetcoin,JET, $-   ,0.30%,-0.60%,0.50%,18.20%,"$96,733.00 ","1,27,68,025",80 Million,"$21,263.62 "
3540,Axe,AXE, $-   ,-,-,-,-, - ,"73,00,532",21 Million,"$21,292.41 "
3541,AquariusCoin,ARCO, $-   ,,-83.30%,-86.30%,-8.90%,$4.99 ,"44,63,117",42 Million,"$21,152.51 "
3542,TaleCraft,CRAFT, $-   ,-1.90%,-8.20%,-9.40%,112.30%,"$27,716.00 ","70,06,896",30 Million,"$21,081.82 "
3543,Anime,ANI, $-   ,-2.30%,-10.90%,-10.70%,-34.20%,"$12,490.00 ","6,07,24,420",62.1 Million,"$21,076.92 "
3544,renDOGE,RENDOGE, $-   ,-,-,-,-, - ,"57,98,287",5.8 Million,"$20,990.88 "
3545,Upsorber,UP, $-   ,0.20%,-5.20%,-10.00%,24.80%,$14.41 ,"17,86,68,97,06,451",∞,"$20,778.50 "
3546,Doki Doki,DOKI,0.41,-,-,-,-, - ,"49,902",50 Thousand,"$20,664.26 "
3547,Arable Protocol,ACRE, $-   ,-0.40%,7.50%,-23.10%,-0.30%,$131.00 ,"18,86,07,679",1 Billion,"$20,593.24 "
3548,OneRing,RING, $-   ,-15.20%,-16.40%,-22.90%,-1.20%,"$3,088.00 ","68,04,632",94.8 Million,"$20,558.74 "
3549,SparkPoint Fuel,SFUEL, $-   ,-0.60%,-6.40%,5.10%,19.10%,"$2,423.00 ","3,38,12,136",150 Million,"$20,339.69 "
3550,Wirtual,WIRTUAL, $-   ,0.40%,-14.60%,6.80%,17.10%,$479.00 ,"56,40,000",544 Million,"$20,336.19 "
3551,Pontoon,TOON, $-   ,0.20%,-0.20%,0.40%,10.90%,"$5,169.00 ","2,35,08,212",100 Million,"$20,292.78 "
3552,SolChicks Shards,SHARDS, $-   ,0.40%,-0.70%,0.60%,1.10%,$107.00 ,"9,04,19,278",100 Million,"$20,250.19 "
3553,Pepe of Yellow,PYPY, $-   ,,2.10%,-10.20%,54.70%,$42.79 ,"42,06,90,90,00,00,000",421 Trillion,"$20,207.14 "
3554,Token IN,TIN,0.01,-3.00%,-6.20%,-3.90%,-12.20%,"$30,142.00 ","38,13,693",100 Million,"$19,847.93 "
3555,Block Beats Network,BBDC, $-   ,0.20%,10.00%,71.80%,74.40%,$789.00 ,"36,00,00,00,000",36 Billion,"$19,771.95 "
3556,BSClaunch,BSL, $-   ,-0.20%,-9.80%,-13.00%,32.40%,"$7,028.00 ","64,03,660",100 Million,"$19,651.50 "
3557,IdeaChain,ICH, $-   ,0.20%,-1.40%,1.00%,18.40%,$2.72 ,"5,39,00,000",53.9 Million,"$19,650.29 "
3558,uPlexa,UPX, $-   ,-0.10%,6.60%,14.70%,60.30%,$32.84 ,"2,62,92,76,861",10.5 Billion,"$19,496.03 "
3559,Quack Token,QUACK, $-   ,0.50%,-36.70%,-22.40%,-63.50%,$117.00 ,"31,48,55,408",9.56 Billion,"$19,441.82 "
3560,Unique One,RARE,0.01,-,-,-,-, - ,"25,00,000",2.5 Million,"$19,275.58 "
3561,Solana Ecosystem Index,SOLI,0.21,-,-,-,-, - ,"1,24,890",125 Thousand,"$26,555.96 "
3562,YVS Finance,YVS,0.04,1.00%,-5.80%,-2.90%,3.20%,$155.00 ,"5,32,964",1.95 Million,"$19,322.99 "
3563,Authencity,AUTH,0.03,-,-,-,-, - ,"7,42,595",15 Million,"$18,870.24 "
3564,Ravendex,RAVE, $-   ,-,-,-,-, - ,"72,37,00,000",1 Billion,"$18,664.60 "
3565,Ston,STON, $-   ,0.20%,46.20%,68.50%,-69.70%,$20.84 ,"18,67,55,667",370 Million,"$19,096.46 "
3566,SafeInsure,SINS, $-   ,-4.30%,-6.10%,-3.80%,13.10%,$269.00 ,"2,49,29,463",21 Million,"$19,055.26 "
3567,Warp Finance,WARP,0.4,,1.70%,-2.90%,-10.10%,$9.92 ,"48,017",150 Thousand,"$19,000.35 "
3568,IDEAS,IDEAS, $-   ,-,-,-,-, - ,"24,77,81,120",300 Million,"$19,128.36 "
3569,50Cent,50C,0.05,0.60%,-1.20%,-14.10%,18.40%,$4.67 ,"3,74,219",374 Thousand,"$18,840.58 "
3570,SpaceFi (Evmos),SPACE, $-   ,0.60%,-2.30%,-5.50%,1.90%,$41.97 ,"47,14,624",13.6 Million,"$18,832.19 "
3571,Momo v2,MOMO V2, $-   ,0.10%,18.10%,9.30%,-43.10%,"$6,676.00 ","7,01,46,12,99,517",1 Trillion,"$18,597.84 "
3572,ZoomSwap,ZM, $-   ,2.00%,-1.40%,-5.60%,2.40%,"$1,683.00 ","1,17,69,429",11.5 Million,"$18,595.44 "
3573,Shibalana,SHIBA, $-   ,-0.20%,-0.80%,-2.60%,44.70%,$188.00 ,"2,64,85,19,923",10 Billion,"$18,478.32 "
3574,Waifu,WAIFU, $-   ,-0.20%,-12.30%,-9.40%,684.80%,$285.00 ,"4,89,98,683",69 Million,"$18,337.86 "
3575,Gem Exchange and Trading,GXT, $-   ,-1.20%,-12.10%,-11.60%,-14.20%,"$1,479.00 ","8,35,29,286",500 Million,"$17,710.76 "
3576,Cryptopay,CPAY, $-   ,-0.20%,2.60%,9.60%,22.20%,"$27,267.00 ","3,86,30,308",90.4 Million,"$17,663.55 "
3577,UCROWDME,UCM, $-   ,-,-,-,-, - ,"10,00,00,000",100 Million,"$17,037.56 "
3578,Flurry Finance,FLURRY, $-   ,-0.60%,-4.50%,-8.50%,3.80%,"$23,592.00 ","82,46,98,611",756 Million,"$17,255.51 "
3579,Babacoin,BBC, $-   ,-0.10%,-6.60%,127.10%,-23.40%,$57.21 ,"1,31,16,54,880",-,"$17,127.83 "
3580,Kanpeki,KAE,0.07,-,-,-,-, - ,"2,94,696",295 Thousand,"$19,848.50 "
3581,Burrow,BRRR, $-   ,-0.30%,-8.70%,-20.10%,41.40%,"$1,842.00 ","6,39,83,037",1 Billion,"$16,920.08 "
3582,Big Crypto Game,CRYPTO,0.01,-,-,-,-, - ,"42,02,917",5 Million,"$22,664.85 "
3583,Myriad,XMY, $-   ,0.10%,-0.80%,-89.60%,-88.30%,$250.00 ,"1,85,72,96,500",2 Billion,"$16,698.66 "
3584,Shiba Punkz,SPUNK,0.02,-,-,-,-, - ,"9,30,917",990 Thousand,"$25,897.30 "
3585,Alphr,ALPHR,0.01,0.40%,-5.80%,-0.70%,6.10%,"$36,563.00 ","18,52,448",10 Million,"$16,528.27 "
3586,Rigel Protocol,RGP,0.02,-0.50%,-3.20%,-3.80%,2.70%,$118.00 ,"9,00,000",5 Million,"$16,438.07 "
3587,HorusPay,HORUS, $-   ,-,-,-,-, - ,"95,06,43,623",1.2 Billion,"$22,092.12 "
3588,Play It Forward DAO,PIF, $-   ,-,-,-,-, - ,"3,63,11,679",1 Billion,"$16,258.13 "
3589,CryptoTycoon,CTT,0.21,-3.30%,-5.00%,-4.80%,-5.20%,"$26,396.00 ","78,482",959 Thousand,"$16,186.04 "
3590,Phoneum,PHT, $-   ,-,-,-,-, - ,"1,12,99,93,160",5 Billion,"$34,576.19 "
3591,OptionRoom,ROOM, $-   ,0.00%,-11.60%,-97.00%,244.50%,"$2,058.00 ","1,24,93,373",100 Million,"$15,943.56 "
3592,Lightning Bot,LIGHT, $-   ,-,-,-,-, - ,"9,70,00,292",100 Million,"$15,536.87 "
3593,YOLOCash,YLC, $-   ,0.40%,-33.10%,-23.60%,-8.60%,"$24,993.00 ","3,12,56,753",48.9 Million,"$15,856.50 "
3594,Degis,DEG, $-   ,-7.80%,2.40%,-23.10%,22.10%,"$5,818.00 ","60,39,132",43 Million,"$15,749.49 "
3595,Olive Cash,OLIVE, $-   ,-0.20%,-10.60%,-11.30%,9.70%,$71.44 ,"2,71,50,506",29.7 Million,"$15,714.75 "
3596,ZilPepe,ZILPEPE, $-   ,0.50%,-4.40%,-14.90%,-8.80%,$17.34 ,"42,06,90,42,06,90,420",421 Trillion,"$15,639.25 "
3597,Merebel,MERI, $-   ,5.20%,-1.30%,5.90%,18.80%,$28.87 ,"1,93,66,522",30 Million,"$15,532.97 "
3598,AlphaRushAI,RUSHAI, $-   ,,9.60%,15.10%,-71.70%,"$1,066.00 ","29,46,91,486",773 Million,"$15,433.53 "
3599,Metaverse Miner,META,0.01,-0.10%,-8.00%,-6.80%,-10.00%,$235.00 ,"18,77,848",20.8 Million,"$15,003.72 "
3600,Krypton Galaxy Coin,KGC, $-   ,0.30%,-8.30%,-18.50%,-21.00%,"$22,071.00 ","89,21,47,867",3 Billion,"$14,764.29 "
3601,SafCoin,SAF, $-   ,-,-,-,-, - ,"98,01,840",10 Million,"$14,345.99 "
3602,AnRKey X,$ANRX, $-   ,-1.80%,1.90%,-3.50%,-3.40%,$208.00 ,"8,56,18,333",200 Million,"$14,454.78 "
3603,KOLNET,KOLNET, $-   ,-2.80%,-6.00%,-1.50%,1.40%,"$4,549.00 ","39,35,56,954",750 Million,"$14,346.60 "
3604,Pinkcoin,PINK, $-   ,0.00%,500.80%,-88.00%,-86.10%,$46.85 ,"46,85,64,999",500 Million,"$14,042.65 "
3605,Boo Finance,BOOFI, $-   ,-,-,-,-, - ,"1,00,44,749",10 Million,"$13,794.54 "
3606,YDragon,YDR, $-   ,-,-,-,-, - ,"12,57,80,634",500 Million,"$13,437.47 "
3607,AllSafe,ASAFE, $-   ,-0.80%,-2.80%,-40.70%,62.90%,$1.11 ,"1,27,19,410",15 Million,"$13,633.14 "
3608,Ormeus Coin,ORME, $-   ,-0.10%,0.00%,-0.10%,-11.20%,$27.97 ,"1,70,29,321",200 Million,"$13,600.52 "
3609,Oxbull Solana,OXS, $-   ,-,-,-,-, - ,"4,99,46,362",50 Million,"$13,136.08 "
3610,Score,SCO, $-   ,-,-,-,-, - ,"10,00,00,000",100 Million,"$12,359.93 "
3611,SpiderByte,SPB, $-   ,0.30%,-9.70%,23.30%,1.10%,$76.99 ,"31,28,117",4 Million,"$12,544.58 "
3612,Dogs Of Elon,DOE, $-   ,-,-,-,-, - ,"15,06,97,543",1 Billion,"$12,500.40 "
3613,Guncoin,GUN, $-   ,0.20%,-22.30%,-33.30%,-40.80%,$0.06 ,"33,83,79,228",500 Million,"$12,336.28 "
3614,Belifex,BEFX, $-   ,-0.10%,-0.10%,-0.10%,15.30%,"$5,436.00 ","5,30,80,221",100 Million,"$11,892.30 "
3615,Decanect,DCNT, $-   ,-,-,-,-, - ,"24,24,311",6.15 Million,"$11,634.40 "
3616,HakuSwap,HAKU, $-   ,-,-,-,-, - ,"4,53,01,239",90.2 Million,"$11,830.31 "
3617,Axial Token,AXIAL, $-   ,-,-,-,-, - ,"10,71,57,808",-,"$11,511.61 "
3618,Starter.xyz,START,0.01,0.40%,-3.30%,-18.80%,17.80%,$46.66 ,"9,36,914",1 Million,"$11,558.35 "
3619,Obsidium,OBS, $-   ,0.30%,0.60%,1.10%,-0.10%,"$9,541.00 ","63,28,912",14.5 Million,"$11,510.90 "
3620,concertVR,CVT, $-   ,0.00%,0.00%,-38.30%,38.00%,$1.22 ,"4,24,67,700",113 Million,"$11,253.10 "
3621,Saddle Finance,SDL, $-   ,-,-,-,-, - ,"43,31,24,445",1 Billion,"$10,674.10 "
3622,AntNetworX,ANTX, $-   ,-,-,-,-, - ,"70,00,00,000",700 Million,"$10,784.35 "
3623,XFL,XFL, $-   ,-,-,-,-, - ,"10,00,00,00,000",10 Billion,"$10,171.46 "
3624,NFTEarth,NFTE, $-   ,0.50%,2.50%,-3.20%,-46.50%,$9.72 ,"10,00,00,000",100 Million,"$10,416.43 "
3625,PrivaCoin,PRVC, $-   ,0.00%,-0.40%,-0.20%,-0.30%,"$1,301.00 ","1,28,29,819",1.8 Trillion,"$10,341.85 "
